47.16,279.19,117.37
201.4,241.85,100
54.453,65.898,15.393
42.997,38.548,13.656
35.166,61.996,276.67
24.311,269.52,292.92
285.9,86.168,143.08
35.077,58.345,386.35
42.762,257.08,223.65
241.81,162.16,121.73
32.481,681.21,57.693
19.686,202.86,65.833
35.817,394.29,83.5
79.59,104.71,15.653
275.49,126.65,48.329
24.642,322.6,68.336
92.463,93.673,5.6881
284.11,117.27,193.91
199.93,83.66,102.74
3.4408,1.6267,61.46
18.637,288.77,128.09
152.75,3.783,98.524
120.51,49.732,44.744
52.816,307.95,217.04
76.483,40.055,95.263
467.45,103.24,132.12
62.092,9.5292,46.26
197.24,82.665,84.288
74.551,119.57,83.353
823.37,0.021885,71.613
29.593,2.5648,57.411
111.22,1.6572,78.566
70.438,1145.5,282.91
55.296,39.545,49.329
270.29,1.9917,65.971
230.93,61.476,169.81
189.6,88.253,76.949
446,12.5,106.03
173.53,322.43,276.01
116.12,127.25,38.703
199.73,26.592,67.892
37.06,295.98,177.74
77.13,135.26,71.308
103.2,2.8486,95.106
374.66,38.742,63.819
272.73,7.0519,68.497
22.427,283.82,384.33
27.264,55.713,444.08
183.91,74.867,51.369
24.53,176.4,54.328
37.965,414.3,103.82
33.624,217.73,87.055
37.253,6.014,66.593
208.59,7.078,71.615
47.889,359.73,98.294
203.8,35.543,152.17
-12.448,257.8,293.02
153.25,312.28,54.713
249.22,122.27,88.941
317.82,1.8442,78.534
67.623,14.228,88.465
81.123,759.2,92.195
108.05,1.9144,70.386
137.67,9.3657,82.877
80.369,7.3978,67.348
37.381,259.08,182.11
295.58,18.155,102.31
203.72,67.451,245.03
481.66,9.0649,90.96
179.2,8.0262,78.986
37.797,881.49,60.884
17.272,531.88,81.459
414.09,79.995,5.98
6.8509,43.36,139.58
169.9,13.437,66.562
35.614,219.01,100.99
2.3046,154.62,94.136
41.331,170.03,39.464
52.652,51.927,68.083
46.948,499.79,99.425
134.55,154.96,62.781
61.39,389.95,214.66
247.64,2.2311,66.458
160.48,79.288,20.007
106.62,54.227,287.16
152.47,12.825,57.641
44.376,299.69,124.02
300.39,197.44,76.972
204.42,19.229,84.175
25.059,52.49,110.43
40.195,85.052,157.95
71.811,59.592,107.58
26.269,337.07,150.73
134.32,1.1951,73.253
132.6,13.874,62.316
431.17,16.462,69.642
320.18,130.1,17.979
127.76,202.41,15.531
216.93,20.414,21.19
295.73,346.16,24.22
37.898,28.981,126.99
432.94,60.99,261.74
175.23,120.42,112.97
31.628,343.37,433.44
33.711,241.91,201.03
48.071,1043.4,147.94
38.015,406.73,248.21
154.82,0.54163,83.996
255.1,23.563,70.861
26.228,74.448,120.4
248.49,61.906,71.787
19.929,516.14,466.88
249.1,20.393,93.027
276.52,21.916,47.995
307.46,109.67,97.054
59.544,10.633,80.455
214.13,14.88,99.03
46.468,112.43,160.98
323.94,59.721,135.42
211.43,72.055,13.316
48.893,1060.7,320.05
41.786,7.0089,60.249
182.18,34.333,82.441
50.743,281.24,372.61
62.596,397.47,170.88
207.73,56.697,228.78
321.23,123.56,66.231
334.58,6.0712,87.094
68.013,7.8876,82.808
58.237,82.462,148.81
79.582,168.91,227.47
39.496,279.84,190.52
197.92,1.5149,67.343
77.047,215.74,19.787
155.88,67.222,66.393
39.216,569.81,6.9233
397.42,179.68,19.752
5.4355,200.54,100.55
42.103,344.4,172.53
138.81,77.993,203.4
192.24,104.84,31.933
9.385,181.04,272.99
158.55,90.689,40.842
406.05,83.437,34.281
205.31,19.893,41.986
31.162,384.51,118.65
286.91,153.27,3.0382
161.73,1.035,60.433
64.585,895.28,174.52
69.324,241.24,32.96
93.686,24.48,69.3
147.5,27.025,83.382
28.449,149.13,154.86
167.15,246.95,89.976
114.12,314.62,110.76
39.44,68.166,64.209
91.901,136.21,1.3955
117.22,53.636,86.292
322.23,2.5219,90.856
143.79,152.69,5.7001
44.106,17.996,77.053
11.963,201.09,82.84
176.03,80.541,4.1293
20.811,315.43,315.38
428.34,1.4205,78.581
311.67,13.986,82.052
125.54,0.46239,60.733
42.552,366.17,256.45
116.1,48.979,137.48
31.593,296.36,14.168
52.166,102.27,57.455
175.8,4.564,85.895
217.44,319.11,86.533
130.29,259.75,64.814
20.689,752.19,139.2
81.663,45.544,87.75
425.37,236.94,168.99
90.961,34.582,76.148
30.74,44.576,120.43
450.86,1.781,1.8419
226.09,15.218,77.579
265.74,153.59,62.328
243.8,119.38,86.679
150.03,13.477,69.004
102.47,1.4077,71.18
205.77,6.5881,73.469
47.618,502,143.4
243.48,12.575,62.862
106.33,100.54,245.17
49.088,82.186,127.34
119.45,25.545,61.945
160.45,26.515,79.553
182.74,3.9536,79.042
260.74,17.818,90.04
80.045,440.66,128.54
72.196,479.86,63.954
173.91,1.6192,79.172
326.86,110.55,71.025
227.76,1.1135,67.997
274.48,9.3463,81.553
501.77,65.913,121.09
123.18,10.135,71.186
80.397,60.751,8.7208
64.043,433.25,110.37
132.16,6.2138,85.625
276.3,1.8685,67.316
71.694,11.824,31.412
17.28,49.984,310.13
69.761,242.28,71.365
9.8466,21.945,56.999
136.22,50.131,64.892
60.554,804.95,194.72
152.39,2.0084,100.98
116.67,60.863,49.805
49.059,39.128,61.755
461.67,18.016,54.133
23.098,230.64,322.34
445.06,217.42,20.856
22.095,349.76,165.2
25.276,248.09,23.207
50.103,187.43,156.28
318.62,50.048,61.855
33.288,148.37,369.81
207.67,124.55,143.42
57.85,141.45,59.493
65.418,232.19,173.92
45.267,24.347,77.178
203.67,31.486,53.379
109.8,4.4471,95.35
18.305,358.29,318.79
30.2,45.639,33.18
52.822,362.56,165.25
263.77,9.0746,81.282
378.64,31.418,66.832
42.742,1181,25.883
343.16,14.262,89.401
117.66,7.0396,92.531
125.98,67.2,72.487
204.26,338.19,116.51
38.459,161.85,77.595
69.689,211.69,252.02
87.087,17.319,64.626
26.416,166.8,61.046
53.662,35.536,80.837
104.07,16.305,83.91
157.1,49.377,206.96
286.5,8.4052,81.046
106.98,113.1,66.437
47.401,218.09,92.096
129.46,119.04,56.273
99.22,220.18,26.985
-1.1302,523.03,139.38
475.73,7.8392,71.489
165.41,11.874,80.121
24.751,906.56,260.25
76.952,0.0023132,93.571
26.318,228.98,187.65
16.796,1110.2,266.06
94.538,39.953,73.042
77.866,0.27198,69.545
91.529,6.8842,70.164
134.73,168.29,44.401
590.09,67.042,69.64
47.289,9.9681,64.226
140.65,15.588,73.883
62.672,312.91,151.19
321.42,6.2453,105.53
39.208,149.44,109.52
40.155,24.668,57.438
54.104,9.0795,68.744
163.09,62.777,49.932
232.52,1.1263,64.825
238.32,173.85,123.25
36.398,72.953,146.79
80.08,152.55,40.519
162.81,50.531,28.051
158.24,59.711,155.94
106.38,91.796,34.803
453.26,3.5543,86.151
51.855,258.3,133.5
45.433,58.862,307.78
237.96,48.968,122.02
658.17,66.607,15.196
23.079,692.93,93.754
111.35,5.1759,86.361
53.956,147.07,434.71
281.91,2.9016,56.491
206.04,204.38,259.36
51.818,2.5498,57.195
49.47,139.71,206.74
205.15,70.696,19.117
15.401,153.32,293.82
132.22,91.872,17.967
78.144,0.67414,75.599
46.048,31.208,402.12
57.995,326.19,247.18
35.814,236.03,83.773
159.59,422.91,74.989
35.119,60.681,529.18
65.908,364.44,125.56
31.573,30.717,171.52
73.595,35.402,80.021
37.987,390.71,96.324
49.183,373.91,85.99
41,201.18,107.63
426.3,93.341,192.21
45.614,606.25,165.46
246.26,8.3737,79.099
43.116,284.81,224.59
10.687,2.5102,82.692
145.95,106.6,4.7757
27.157,576.69,737.53
558.98,19.124,210.78
18.861,246.84,229.97
926.71,5.4772,74.305
151.58,84.347,21.791
61.9,306.66,548.92
137.51,9.7261,75.562
405.83,83.641,157.49
232.82,24.243,58.457
229.05,76.19,118.6
80.988,244.56,176.95
259.29,85.715,20.073
59.192,42.334,271.57
63.212,4.8759,93.365
195.01,15.639,81.527
32.465,410.16,112.56
198.48,1.7784,71.098
336.15,130.42,55.161
69.02,358.51,29.754
230.08,12.92,82.52
50.294,132.58,249.05
52.433,314.14,298.77
47.993,64.49,308.1
27.978,339.33,118.16
64.15,223.37,102.9
56.471,400.62,249.72
210.39,18.43,65.397
101.18,5.6644,91.483
25.535,107.63,20.634
15.326,612.4,135.11
193.35,200.85,12.98
46.128,825.62,146.84
210.64,0.01184,74.891
-9.3306,298.99,70.566
159.19,17.202,144.46
130.74,77.253,7.9431
62.798,1455,230.52
180.74,1.9049,75.697
150.77,313.16,13.289
166.13,11.654,71.026
51.923,157.52,6.6075
42.002,159.55,69.787
35.372,134.15,90.836
208.93,347.27,139.93
58.456,524.41,240.07
498.72,129.86,159.7
51.238,350.54,292.19
181.73,4.0135,84.365
150.68,70.219,244.15
314.16,231.55,118.56
49.493,427.61,322.6
60.61,16.174,75.861
13.346,10.971,60.697
31.919,216.6,682.3
322.4,24.976,82.24
90.555,3.2911,54.338
76.329,225.72,506.89
48.782,203.83,291.62
386.13,185.28,66.426
389.67,72.224,63.888
30.675,594.06,131.57
32.64,5.8649,72.589
35.759,281.89,185.66
47.191,272.96,70.437
72.727,504.84,78.166
343.14,17.426,80.749
211.46,33.594,84.547
41.989,251.73,194.23
61.733,55.895,352.78
71.043,189.99,343.8
55.521,173.46,65.502
56.604,603.28,81.106
265.73,120.62,82.945
76.968,56.014,107.68
202.79,151.31,278.6
86.966,7.3463,76.433
67.036,286.08,11.669
89.68,30.953,16.449
186.39,72.012,256.31
28.951,164.48,182.92
131.19,79.64,91.672
243.43,3.2231,80.5
382.68,1.4155,58.12
346.79,27.115,73.521
175.54,100.65,106.16
46.732,634.18,32.426
160.46,73.614,39.665
47.838,91.991,67.076
312.13,1.5161,74.677
23.649,154.07,124.48
210.45,1.6603,66.283
29.901,465.19,639
64.612,282.84,93.458
57.536,0.060651,50.285
43.894,671.65,85.801
37.09,447.55,222.16
150.39,9.136,65.441
31.482,66.426,199.7
48.309,10.968,78.137
5.0761,335.73,101.39
297.18,80.61,123.9
634.39,7.0798,64.495
34.058,10.317,49.282
61.631,29.19,99.808
40.531,186.31,118.29
142.78,38.716,63.213
34.181,823.51,311.08
165.45,14.289,78.402
68.121,12.631,69.769
53.254,392.12,118.6
41.041,79.218,139.37
53.673,62.523,128.39
39.842,76.032,92.628
178.77,34.537,75.827
167.38,97.024,4.6445
213.35,6.8463,91.303
23.38,1.5931,50.951
153.57,3.3304,51.404
112.68,86.944,6.3016
39.556,658.45,191.97
138.18,18.854,20.913
265.98,1.5674,79.791
315.4,28.318,66.325
92.908,270.46,38.655
202.72,6.1659,89.591
65.718,204.83,216.31
75.247,122.72,236.59
132.99,10.835,94.605
195.39,173.63,53.523
730.57,7.1203,72.575
36.469,751.48,356.64
158.95,94.582,267.01
208.81,5.1512,58.022
242.08,1.4206,73.34
269.24,4.1806,163.11
651.54,11.782,74.555
36.182,11.001,90.981
219.79,61.36,605.02
154.37,13.943,76.079
129,67.585,69.86
91.755,4.8562,75.104
11.379,418.92,140.58
106.84,66.278,18.241
77.648,67.604,197.26
370.28,3.2281,72.316
373.1,134.04,29.909
19.817,171.45,567.08
288.86,67.864,83.946
257.83,2.5843,78.887
78.281,121.04,253.15
195.06,16.553,65.238
147.22,6.2311,87.738
173.48,7.9669,65.084
27.13,269.33,100.73
268.79,90.552,104.99
51.145,3.4555,72.65
314.52,4.2296,96.893
103.49,2.1563,89.04
215.14,126.45,31.617
44.399,165.64,143.53
19.479,113.6,104.52
72.645,560.15,382.29
31.343,264.57,253.68
53.001,486.65,124.78
59.91,69.481,146.74
271.49,12.01,90.179
444.27,22.377,80.104
-4.3872,359.31,151.28
395.81,47.902,10.803
172.73,49.615,41.657
108.86,1.2543,71.985
198.58,146.63,218.43
292.82,20.258,28.262
618.32,10.276,126.06
117.59,10.567,82.908
247.88,43.013,65.86
19.511,178.29,50.716
196.61,2.7931,60.978
29.371,0.78903,76.202
71.336,23.823,85.019
35.809,300.19,193.97
221.04,31.437,69.706
87.174,2.5317,74.973
166.79,81.052,21.35
385.68,4.9546,82.796
33.202,246.91,99.189
179.43,18.992,85.135
337.02,22.71,67.501
413.18,28.686,81.459
39.849,116.88,58.656
44.475,135.36,121.66
313.66,115.04,59.377
311.06,3.2035,74.749
24.885,145.5,227.01
30.304,400.43,124.77
692.83,76.509,4.3687
45.255,9.7369,70.219
169.45,243.69,61.206
194.88,33.253,79.136
240.4,39.892,60.241
236.04,253.55,13.496
324.1,9.2532,63.602
59.858,233.26,219.88
31.314,312.87,483.22
155.48,1.0761,81.554
139.4,2.4015,94.587
157.16,78.374,8.6282
137.68,11.413,74.173
34.63,112.78,88.557
9.812,108.81,279.17
514.19,35.831,80.323
171.62,7.1076,70.289
135.72,4.7012,82.337
330.06,1.6321,70.934
39.039,34.445,86.952
96.728,6.9046,68.845
31.177,174.98,88.915
-5.3115,177.88,51.051
327.1,155.6,87.211
65.97,584.19,507.14
139.08,91.657,96.217
62.006,200.5,68.339
64.913,56.662,51.88
239.67,138.73,71.495
47.741,257.14,124.61
403.2,90.006,21.022
79.42,3.1408,99.998
124.14,424.58,18.39
144.79,13.848,59.941
433.42,151.93,77.032
45.941,631.87,163.88
103.27,13.43,72.918
152.97,42.627,21.427
57.214,1.2058,63.707
305.21,4.0428,88.856
157.47,3.4221,82.408
83.082,7.5983,94.017
174.46,55.685,30.576
258.03,102.62,5.6738
350.43,14.74,79.751
40.333,383.39,197.29
66.484,210.14,429.38
80.243,7.4582,82.162
71.488,22.779,62.572
23.189,862.7,183.27
168.32,163.77,93.054
53.472,91.608,94.679
50.128,174.53,39.418
62.462,165.93,218.92
129.12,119.01,283.15
435.22,238.08,53.951
52.869,277.4,271.15
48.363,106.44,246.62
39.101,296.11,151.72
358.28,201.43,163.45
30.177,196.42,233.18
122.96,6.7827,85.965
112.19,12.742,81.72
33.719,120.71,163.75
3.1357,73.823,89.425
13.43,1096.2,111.14
31.112,300.25,171.86
248.45,63.29,85.289
374.76,182.57,80.754
437.91,1.9564,71.587
59.526,94.974,146.57
56.813,179.5,207.24
149.12,68.82,84.939
122.85,135.55,94.922
47.128,568.16,132.65
73.23,14.834,54.222
-1.7746,94.382,13.917
99.601,21.3,13.408
41.259,569.58,196.84
62.532,15.709,64.047
660.83,34.631,54.707
33.048,278.03,304.78
96.489,7.5049,84.026
313.73,73.244,30.292
128.79,146.01,25.656
179.49,1.7316,74.801
18.673,227.83,229.15
114.25,7.1542,55.054
33.34,3.0836,64.381
208.04,10.944,89.476
17.329,77.433,189.41
19.591,142.04,323.14
27.688,336.94,515.36
66.364,3.1899,78.202
47.888,234.99,152.6
21.18,164.71,153.3
70.551,147.12,186.47
26.436,122.54,767.05
26.249,382.17,362.52
201.91,19.791,91.214
111.82,0.01866,67.515
40.067,190.93,157.02
36.946,370.07,209.6
79.632,86.011,317.58
14.684,648,57.567
122.14,55.875,171.28
109.04,43.017,50.931
256,8.0446,82.101
20.037,264.52,510.01
571.17,12.478,162.09
159.84,99.373,104.72
892.43,83.271,68.099
257.23,97.628,177.35
328.64,2.2445,71.502
309.6,113.43,48.747
44.495,90.053,185.82
18.726,213.24,173
478.91,66.665,275.16
183.46,3.1517,104.96
435.36,10.696,78.68
321.95,53.672,250.42
81.741,52.197,92.335
25.715,110.94,534.1
46.024,297.47,102.52
43.781,56.571,68.528
307.33,4.3393,66.148
37.052,166.23,229.98
203.43,66.685,41.961
90.449,62.454,7.753
260.24,73.656,88.188
411.59,48.277,113.21
206.67,52.741,91.893
363.18,2.8408,73.42
210.4,99.612,120.26
12.808,432.57,238.18
246.86,31.966,76.159
33.505,55.465,258.1
121.92,279.73,120.79
172.2,260.76,131.66
97.365,92.32,190.9
61.823,703.88,14.414
397.01,21.385,61.078
187.06,19.869,74.939
64.648,136.51,107.86
44.759,104.46,3.174
329.45,3.2151,79.363
170.9,141.38,145.23
74.647,12.565,60.451
238.84,75.113,58.804
37.094,4.9571,87.232
29.191,166.87,23.956
27.469,624.14,170
132.8,15.361,81.089
1.9003,31.641,43.419
15.99,612.25,382.25
266.56,39.094,49.108
379.31,46.915,21.71
39.229,359.67,34.636
67.915,215.37,17.295
63.797,36.91,65.605
261.06,46.702,235.96
55.774,513.26,14.616
68.252,273.24,87.876
296.34,124.5,249.88
27.795,434.76,65.456
32.357,275.45,77.336
198.55,94.034,75.496
255.94,4.1749,100.87
8.0534,471.99,338.27
35.202,578.05,271.7
461.98,26.021,59.045
87.256,39.334,62.696
142.84,2.5825,73.921
232.15,4.949,88.891
145.93,1.9782,57.132
53.541,161.96,57.26
28.476,5.9386,94.425
67.258,9.396,84.732
292.58,54.373,13.683
39.778,104.91,87.384
161.57,1.1576,68.182
395.12,55.832,69.87
273.74,104.03,3.7236
11.56,213.32,11.464
17.451,493.45,346.47
375.24,119.33,24.682
46.172,112.45,59.023
41.694,451.72,381.79
411.13,19.681,82.588
85.081,4.378,57.929
227.28,9.348,67.173
112.45,266.05,94.628
216.48,35.426,64.827
111.43,176.6,103.37
275.06,145.66,55.061
69.787,51.713,76.153
34.931,8.2087,70.393
98.235,4.4735,77.355
36.781,288.04,134.45
360.39,47.424,44.112
203.17,6.502,89.387
40.251,114.58,193.85
41.198,121.76,236.88
29.149,740.7,123.38
246.28,11.792,68.823
195.67,178.01,66.882
198.3,0.81228,73.439
74.422,149.58,43.172
18.249,66.828,99.942
40.179,61.369,106.07
88.93,22.294,86.61
207.48,186.71,219.59
84.21,849.15,306.46
31.494,817.16,259.56
331.9,10.081,79.585
396.5,16.594,74.868
23.994,373.01,711.29
29.288,105.22,4.6817
566.54,33.524,85.37
22.693,269.16,627.57
87.89,3.2975,96.407
127.9,5.6888,87.927
130.59,254.11,45.996
253.23,550.62,41.122
55.947,104.01,41.91
440.09,6.1518,66.806
23.244,169.95,113.63
28.072,9.7116,307.04
44.625,417.09,31.673
335.79,18.172,46.519
39.728,369.12,110.34
64.478,136.39,41.042
175.79,6.049,85.667
42.705,634.85,165.09
230.59,69.492,172.49
92.666,43.866,64.691
181.34,25.257,39.298
78.696,427.1,19.711
